0.25,0.0
0.5,-7.937959822265714e-12
0.75,-3.156586669888453e-11
1.0,-1.1087124984862536e-10
1.25,-4.4065672608313345e-11
1.5,-1.8818260603299994e-10
1.75,-4.704964493986277e-10
2.0,-3.295330111025939e-11
2.25,-1.861646875188974e-12
2.5,5.207765714089711e-11
2.75,-2.514096966146202e-11
3.0,-1.4513155345707018e-10
3.25,-4.19122651095767e-10
3.5,-1.2051772060104466e-09
3.75,-2.8001717646322535e-09
4.0,-7.836284200086302e-09
4.25,-1.8304631495619732e-08
4.5,-3.572722970891624e-08
4.75,9.969439428745995e-09
5.0,1.184437999994028e-08
5.25,4.047478506853867e-08
5.5,1.4160057849585425e-07
5.75,5.922551195218547e-07
6.0,1.7618423882385849e-06
6.25,2.501064180074376e-06
6.5,-1.1010290031531287e-06
6.75,-1.1614163046748899e-07
7.0,-5.666264278310724e-07
7.25,-1.0715527555728042e-06
7.5,-3.3261182476542877e-06
7.75,-3.0826688392037515e-06
8.0,-6.065647723299817e-06
8.25,-1.1553215267530729e-05
8.5,-1.965446175685893e-05
8.75,-0.00011906825284070157
9.0,-0.00019469405819863464
9.25,-0.000802214998641718
9.5,-0.0003513450612751539
9.75,-0.0005514499267582508
10.0,-0.0006393746278532584
10.25,-0.002160531386957715
10.5,-0.0025754518019421263
10.75,-0.0019381344905457457
11.0,-0.005347773665421995
11.25,-0.013421975794744226
11.5,-0.017212167336329187
11.75,-0.0335643735490134
12.0,-0.0953627145851019
12.25,-0.20206620009786688
12.5,-0.5565048776750875
12.75,-1.1790220556605726
13.0,-2.507049454726039
13.25,-2.897674295322777
13.5,-3.1627314072134167
13.75,-2.6061047900976937
14.0,-2.4866335710179874
14.25,-2.2984748994902553
14.5,-2.3802082359120083
14.75,-2.2459011049158337
15.0,-2.4538989025683087
15.25,-2.042988044994336
15.5,-1.7006241678073262
15.75,-2.252900038115506
16.0,-3.3031222042626505
16.25,-3.081280597505116
16.5,-2.864812671198158
16.75,-2.1929326481255833
17.0,-2.932422889394024
17.25,-2.4529862202168546
17.5,-2.908295650816966
17.75,-3.6256159876793994
18.0,-3.502308578107409
18.25,-3.0540061754382015
18.5,-3.095944671317123
18.75,-2.429069539701066
19.0,-1.7983581442723704
19.25,-2.431985306800378
19.5,-2.4214861914990724
19.75,-2.4589346571670943
20.0,-3.313328183789772
20.25,-3.423597955125662
20.5,-3.376168245592457
20.75,-3.3698728771293998
21.0,-2.663157576889697
21.25,-2.1219087298114916
21.5,-1.9864868225975512
21.75,-2.012105814649005
22.0,-1.9554545465494733
22.25,-1.002878546952351
22.5,-1.1317446339188182
22.75,-2.578483422465391
23.0,-3.642327298924955
23.25,-3.141353365895327
23.5,-2.600500796177403
23.75,-2.5839309017059815
24.0,-2.966769446885854
24.25,-2.598311163273341
24.5,-1.922740553793052
24.75,-1.970812858161994
25.0,-2.0014182674375327
25.25,-2.364095391521369
25.5,-2.8317300219482004
25.75,-3.0120399692140527
26.0,-2.487345589949818
26.25,-2.8910165044813136
26.5,-2.920845140752366
26.75,-3.074610159550088
27.0,-3.1009500971065402
27.25,-2.995165189597511
27.5,-2.669701277295374
27.75,-2.983709358138848
28.0,-2.1827053958187914
28.25,-2.1535748011567386
28.5,-1.8343385819019837
28.75,-3.366040515559064
29.0,-3.261565664376767
29.25,-3.126818654991364
29.5,-3.1385505658539454
29.75,-2.7780156205684428
30.0,-3.072314659530849
30.25,-2.437923910947917
30.5,-2.1481995762884383
30.75,-2.198159873886458
31.0,-2.1337266892972924
31.25,-1.7166510360282754
31.5,-1.7847570726703454
31.75,-1.258471325979527
32.0,-3.3467008259253
32.25,-3.382585690245953
32.5,-3.493280087708354
32.75,-3.5874356906086193
33.0,-3.048765169665065
33.25,-2.4260390508539706
33.5,-2.9459264424319027
33.75,-3.519036831962133
34.0,-2.6336429108300434
34.25,-2.0601959519676054
34.5,-3.6890865355682245
34.75,-3.684040977985158
35.0,-3.3229132079040533
35.25,-3.5652552000250073
35.5,-3.3676905744806547
35.75,-3.265851385597921
36.0,-3.263058489051875
36.25,-2.8522819955559098
36.5,-2.470127793002878
36.75,-3.056462618014184
37.0,-2.51952879330407
37.25,-1.9852823586946984
37.5,-1.5095483257984397
37.75,-1.2737998730643851
38.0,-2.338947116972063
38.25,-1.5946447802709471
38.5,-1.9501803249593042
38.75,-2.0695373115360334
39.0,-1.948883976574371
39.25,-2.969030781736208
39.5,-2.6066847694897572
39.75,-3.0026069013710073
40.0,-2.6639327089407576
40.25,-2.493971845576072
40.5,-2.4691363800403163
40.75,-2.2732967055157665
41.0,-2.510355487375512
41.25,-2.4895823849159746
41.5,-2.9730105400369147
41.75,-3.522296635346492
42.0,-3.4145347772967494
42.25,-2.6750316926170066
42.5,-2.375073630338681
42.75,-3.360346193085837
43.0,-3.727849385107384
43.25,-3.2437813599514125
43.5,-3.1279491737706064
43.75,-3.5248629236258795
44.0,-3.188566289478083
44.25,-2.6961404629690646
44.5,-1.915510359428589
44.75,-2.03989584824522
45.0,-1.748813951388565
45.25,-2.560118260919376
45.5,-2.404328139863051
45.75,-2.365495807746866
46.0,-2.5271247207869925
46.25,-2.3396620927567584
46.5,-1.9385276398344193
46.75,-1.9870913144035833
47.0,-2.263418060676775
47.25,-2.2654864952765896
47.5,-2.6209853973785644
47.75,-2.5595281955313083
48.0,-3.1603595643586795
48.25,-2.571510643814957
48.5,-3.291062480780517
48.75,-2.539396533892789
49.0,-2.8564106592847445
49.25,-2.713549051480813
49.5,-3.126137635080916
49.75,-2.944511908205846
50.0,-2.8358007522513513
50.25,-2.97205132812533
50.5,-2.767476272732762
50.75,-2.991511223424352
51.0,-3.0880156735516247
51.25,-2.6857234951351248
51.5,-2.604994770506647
51.75,-2.9324842132080584
52.0,-3.5149535070767213
52.25,-2.7330978077724155
52.5,-2.601496866957244
52.75,-1.9231989599365948
53.0,-1.9437078790752798
53.25,-1.1839584509349543
53.5,0.21955468645087817
53.75,0.941242722188239
54.0,2.1173196364199733
54.25,2.3010507404011653
54.5,3.2522876437494252
54.75,2.8605493214724804
55.0,3.024631928788544
55.25,2.848735539094994
55.5,2.901951300274976
55.75,2.5506768183364272
56.0,2.0333583060323095
56.25,2.5028485428839433
56.5,2.045539446924252
56.75,2.607758216698328
57.0,1.8259673823453175
57.25,1.788272082920068
57.5,1.8686226379624034
57.75,1.115578618723235
