<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BGDE,D,18/08/16,000000,0.5350000,0.5350000,0.4800000,0.4900000,4.520.000
BGDE,D,19/08/16,000000,0.4950000,0.4950000,0.3650000,0.4050000,14.548.000
BGDE,D,22/08/16,000000,0.4050000,0.4050000,0.3600000,0.3700000,15.066.000
BGDE,D,23/08/16,000000,0.3750000,0.3850000,0.3250000,0.3400000,14.964.000
BGDE,D,24/08/16,000000,0.3400000,0.4000000,0.2800000,0.3300000,29.177.000
BGDE,D,25/08/16,000000,0.3350000,0.3350000,0.2950000,0.3100000,15.166.000
BGDE,D,26/08/16,000000,0.3050000,0.3200000,0.2650000,0.2700000,22.961.000
BGDE,D,29/08/16,000000,0.2850000,0.2850000,0.2150000,0.2300000,34.272.000
BGDE,D,30/08/16,000000,0.2450000,0.2450000,0.1950000,0.2050000,36.186.000
BGDE,D,31/08/16,000000,0.1300000,0.2150000,0.1300000,0.1750000,58.513.000
BGDE,D,01/09/16,000000,0.1800000,0.2000000,0.1650000,0.1850000,35.255.000
BGDE,D,02/09/16,000000,0.2350000,0.2350000,0.1650000,0.1750000,20.217.000
BGDE,D,05/09/16,000000,0.1750000,0.2400000,0.1650000,0.2300000,170.855.000
BGDE,D,06/09/16,000000,0.2150000,0.2850000,0.2150000,0.2550000,130.349.000
BGDE,D,07/09/16,000000,0.2500000,0.2700000,0.1950000,0.2100000,65.094.000
BGDE,D,08/09/16,000000,0.2100000,0.2150000,0.1900000,0.2050000,32.552.000
BGDE,D,09/09/16,000000,0.2050000,0.2200000,0.1950000,0.2200000,30.672.000
BGDE,D,12/09/16,000000,0.2200000,0.2350000,0.1950000,0.2150000,28.156.000
BGDE,D,13/09/16,000000,0.2150000,0.2150000,0.2000000,0.2100000,11.676.000
BGDE,D,14/09/16,000000,0.2100000,0.2100000,0.1950000,0.2050000,13.797.000
BGDE,D,15/09/16,000000,0.2000000,0.2050000,0.1750000,0.1900000,22.465.000
BGDE,D,16/09/16,000000,0.1950000,0.1950000,0.1850000,0.1900000,11.106.000
BGDE,D,19/09/16,000000,0.1900000,0.2000000,0.1800000,0.1900000,10.702.000
BGDE,D,20/09/16,000000,0.1900000,0.1950000,0.1750000,0.1850000,22.665.000
BGDE,D,21/09/16,000000,0.1850000,0.1950000,0.1800000,0.1900000,13.798.000
BGDE,D,22/09/16,000000,0.1900000,0.1950000,0.1750000,0.1800000,21.498.000
BGDE,D,23/09/16,000000,0.1750000,0.1800000,0.1450000,0.1700000,30.348.000
BGDE,D,26/09/16,000000,0.1750000,0.2250000,0.1650000,0.2100000,64.958.000
BGDE,D,27/09/16,000000,0.2050000,0.2300000,0.1950000,0.2000000,57.340.000
BGDE,D,28/09/16,000000,0.2000000,0.2000000,0.1800000,0.1900000,22.043.000
BGDE,D,29/09/16,000000,0.1950000,0.2100000,0.1900000,0.2050000,17.760.000
BGDE,D,30/09/16,000000,0.2000000,0.2150000,0.1750000,0.1850000,70.552.000
BGDE,D,03/10/16,000000,0.1850000,0.1850000,0.1650000,0.1700000,23.961.000
BGDE,D,04/10/16,000000,0.1750000,0.1800000,0.1600000,0.1700000,51.862.000
BGDE,D,05/10/16,000000,0.1650000,0.1700000,0.1600000,0.1700000,37.251.000
BGDE,D,06/10/16,000000,0.1700000,0.1700000,0.1650000,0.1700000,9.040.000
BGDE,D,07/10/16,000000,0.1700000,0.1700000,0.1650000,0.1700000,4.474.000
BGDE,D,10/10/16,000000,0.1700000,0.1700000,0.1650000,0.1700000,8.419.000
BGDE,D,11/10/16,000000,0.1700000,0.1750000,0.1650000,0.1700000,19.658.000
BGDE,D,12/10/16,000000,0.1700000,0.1800000,0.1650000,0.1700000,21.236.000
BGDE,D,13/10/16,000000,0.1650000,0.1700000,0.1650000,0.1700000,16.668.000
BGDE,D,14/10/16,000000,0.1700000,0.1700000,0.1600000,0.1650000,23.029.000
BGDE,D,17/10/16,000000,0.1650000,0.1650000,0.1600000,0.1600000,21.511.000
BGDE,D,18/10/16,000000,0.1650000,0.1700000,0.1600000,0.1650000,21.312.000
BGDE,D,19/10/16,000000,0.1650000,0.1650000,0.1600000,0.1650000,8.012.000
BGDE,D,20/10/16,000000,0.1600000,0.1650000,0.1550000,0.1600000,4.084.000
BGDE,D,21/10/16,000000,0.1550000,0.1600000,0.1400000,0.1550000,24.775.000
BGDE,D,24/10/16,000000,0.1550000,0.1600000,0.1500000,0.1550000,26.645.000
BGDE,D,25/10/16,000000,0.1600000,0.1600000,0.1450000,0.1550000,3.315.000
BGDE,D,26/10/16,000000,0.1500000,0.1550000,0.1450000,0.1500000,13.471.000
