<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GRNT,D,18/08/16,000000,1.0950000,1.1200000,0.9850000,1.0100000,10.151.000
GRNT,D,19/08/16,000000,1.0000000,1.0500000,0.9550000,1.0350000,5.668.000
GRNT,D,22/08/16,000000,1.0250000,1.0850000,1.0100000,1.0400000,1.232.000
GRNT,D,23/08/16,000000,1.0500000,1.0700000,1.0150000,1.0650000,2.626.000
GRNT,D,24/08/16,000000,1.0550000,1.0750000,1.0250000,1.0350000,1.217.000
GRNT,D,25/08/16,000000,1.0350000,1.0350000,1.0000000,1.0200000,3.448.000
GRNT,D,26/08/16,000000,1.0100000,1.0600000,1.0000000,1.0350000,23.340.000
GRNT,D,29/08/16,000000,1.0300000,1.0500000,1.0200000,1.0350000,7.100.000
GRNT,D,30/08/16,000000,1.0350000,1.0400000,0.9950000,1.0000000,5.162.000
GRNT,D,31/08/16,000000,1.0000000,1.0050000,0.9100000,0.9550000,4.025.000
GRNT,D,01/09/16,000000,0.9600000,0.9600000,0.8500000,0.9100000,6.359.000
GRNT,D,02/09/16,000000,0.9000000,0.9150000,0.8750000,0.9000000,3.070.000
GRNT,D,05/09/16,000000,0.8900000,0.8950000,0.8500000,0.8750000,2.610.000
GRNT,D,06/09/16,000000,0.8650000,0.8750000,0.8250000,0.8500000,2.806.000
GRNT,D,07/09/16,000000,0.8400000,0.8500000,0.7950000,0.8000000,2.884.000
GRNT,D,08/09/16,000000,0.8000000,0.8100000,0.7100000,0.7200000,4.102.000
GRNT,D,09/09/16,000000,0.7150000,0.7650000,0.7000000,0.7400000,2.491.000
GRNT,D,12/09/16,000000,0.7450000,0.7500000,0.7100000,0.7250000,1.127.000
GRNT,D,13/09/16,000000,0.7250000,0.7400000,0.7150000,0.7400000,878.000
GRNT,D,14/09/16,000000,0.7450000,0.7450000,0.7150000,0.7250000,1.466.000
GRNT,D,15/09/16,000000,0.7200000,0.7350000,0.7050000,0.7250000,1.180.000
GRNT,D,16/09/16,000000,0.7150000,0.7400000,0.6850000,0.6850000,17.005.000
GRNT,D,19/09/16,000000,0.6900000,0.7000000,0.6800000,0.6900000,508.000
GRNT,D,20/09/16,000000,0.6900000,0.7150000,0.6700000,0.6800000,13.395.000
GRNT,D,21/09/16,000000,0.6800000,0.6850000,0.6700000,0.6850000,1.166.000
GRNT,D,22/09/16,000000,0.6850000,0.6950000,0.6700000,0.6800000,3.068.000
GRNT,D,23/09/16,000000,0.6750000,0.6750000,0.6100000,0.6350000,9.413.000
GRNT,D,26/09/16,000000,0.6350000,0.8850000,0.6200000,0.8850000,15.686.000
GRNT,D,27/09/16,000000,1.0100000,1.0250000,0.8200000,0.8450000,25.520.000
GRNT,D,28/09/16,000000,0.8400000,0.9450000,0.7900000,0.8600000,6.730.000
GRNT,D,29/09/16,000000,0.8600000,0.8850000,0.8200000,0.8500000,1.347.000
GRNT,D,30/09/16,000000,0.8500000,0.8650000,0.7700000,0.7900000,7.312.000
GRNT,D,03/10/16,000000,0.7950000,0.8000000,0.6950000,0.7050000,8.760.000
GRNT,D,04/10/16,000000,0.7000000,0.7700000,0.6500000,0.6750000,9.167.000
GRNT,D,05/10/16,000000,0.6750000,0.7200000,0.6250000,0.7000000,12.943.000
GRNT,D,06/10/16,000000,0.6950000,0.6950000,0.6500000,0.6600000,11.713.000
GRNT,D,07/10/16,000000,0.6650000,0.6800000,0.6400000,0.6500000,2.338.000
GRNT,D,10/10/16,000000,0.6450000,0.7750000,0.6000000,0.7200000,20.190.000
GRNT,D,11/10/16,000000,0.7100000,0.7100000,0.6300000,0.6750000,20.807.000
GRNT,D,12/10/16,000000,0.6700000,0.6800000,0.6350000,0.6600000,7.292.000
GRNT,D,13/10/16,000000,0.6500000,0.6850000,0.6450000,0.6700000,1.832.000
