<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GMKN,D,14/11/16,000000,10.193.0000000,10.418.0000000,10.124.0000000,10.380.0000000,226.571
GMKN,D,15/11/16,000000,10.378.0000000,10.535.0000000,10.229.0000000,10.367.0000000,247.786
GMKN,D,16/11/16,000000,10.385.0000000,10.540.0000000,10.212.0000000,10.270.0000000,217.499
GMKN,D,17/11/16,000000,10.252.0000000,10.348.0000000,10.150.0000000,10.289.0000000,138.729
GMKN,D,18/11/16,000000,10.300.0000000,10.340.0000000,10.072.0000000,10.144.0000000,146.982
GMKN,D,21/11/16,000000,10.201.0000000,10.245.0000000,10.055.0000000,10.137.0000000,91.848
GMKN,D,22/11/16,000000,10.175.0000000,10.327.0000000,10.115.0000000,10.277.0000000,135.729
GMKN,D,23/11/16,000000,10.299.0000000,10.499.0000000,10.294.0000000,10.490.0000000,141.035
GMKN,D,24/11/16,000000,10.511.0000000,10.591.0000000,10.400.0000000,10.498.0000000,110.885
GMKN,D,25/11/16,000000,10.461.0000000,10.547.0000000,10.370.0000000,10.450.0000000,71.958
GMKN,D,28/11/16,000000,10.510.0000000,10.595.0000000,10.470.0000000,10.550.0000000,126.276
GMKN,D,29/11/16,000000,10.501.0000000,10.589.0000000,10.419.0000000,10.468.0000000,134.955
GMKN,D,30/11/16,000000,10.438.0000000,10.509.0000000,10.280.0000000,10.371.0000000,216.352
GMKN,D,01/12/16,000000,10.415.0000000,10.631.0000000,10.390.0000000,10.620.0000000,182.228
GMKN,D,02/12/16,000000,10.600.0000000,10.705.0000000,10.532.0000000,10.680.0000000,97.990
